
    1  HD 225023   00 02 46.027  +35 48 55.680  A0         7.69   7.52   7.038   6.956   6.9160
    2  HR 9107     00 04 53.760  +34 39 35.260  G2V        6.74   6.10   4.808   4.460   4.3950
    3  HR 0033     00 11 15.857  -15 28 04.710  F5V        5.38   4.89   3.890   3.630   3.5800
    4  USNO-A2.0   00 15 53.622  +04 16 23.971            12.30  11.50  10.270   9.815   9.7410
    5  HD 1160     00 15 57.302  +04 15 04.010  A0V        7.16   7.12   7.011   6.993   6.9770
    6  SAO 091809  00 16 20.864  +16 38 46.920  G0V       10.32   9.76   8.597   8.268   8.2140
    7  HR 72       00 18 41.867  -08 03 10.800  G0V        7.14   6.46   5.254   4.944   4.8750
    8  HR 0079     00 20 45.518  +32 54 40.270  K5III      7.45   5.82   2.749   1.974   1.7880
    9  HR 0106     00 28 12.703  +16 26 42.230  K5III      7.67   6.06   3.090   2.350   2.1800
   10  HD 003029   00 33 39.532  +20 26 01.670  A3         8.13   7.85   7.205   7.070   7.0230
   11  HR 0203     00 45 28.687  -12 52 50.910  G2V        6.76   6.15   4.968   4.657   4.5970
   12  HR 0269     00 56 45.211  +38 29 57.640  A5V        4.00   3.86   3.413   3.370   3.3550
   13  HR 0283     01 00 03.559  +44 42 47.670  B9.5Vn     6.03   6.06   5.950   5.950   5.8800
   14  SAO 074504  01 07 37.871  +22 57 17.910  K4V        9.55   8.41   6.392   5.856   5.7380
   15  SAO 074857  01 39 35.973  +28 06 39.690  G8V        8.46   7.72   6.436   6.089   6.0130
   16  HR 0470     01 40 13.101  +53 52 05.800  K5III      8.01   6.37   3.280   2.510   2.3350
   17  HR 0509     01 44 04.082  -15 56 14.920  G8V        4.22   3.50   2.113   1.731   1.6600
   18  HR 0508     01 44 55.824  +20 04 59.330  G5IV       6.95   6.29   4.978   4.661   4.5810
   19  SAO 012047  01 56 58.348  +62 59 24.240  G8V       10.06   8.71   6.190   5.532   5.3910
   20  HR 0567     01 59 38.038  +64 37 17.760  A0Vn       5.28   5.28   5.240   5.250   5.2400
   21  HR 0620     02 08 29.259  +37 51 32.670  A5IV-V     4.91   4.79   4.510   4.453   4.4300
   22  HR 0624     02 09 23.110  +17 13 27.100  F5V        6.80   6.40   5.497   5.276   5.2370
   23  SAO 075232  02 15 27.337  +27 21 26.140  G8V        8.85   8.15   6.841   6.515   6.4400
   24  HR 0718     02 28 09.542  +08 27 36.190  B9III      4.24   4.27   4.352   4.362   4.3260
   25  HR 0736     02 32 06.170  +36 08 50.170  K5III      6.66   5.16   2.442   1.750   1.5920
   26  SAO 055739  02 38 27.862  +30 48 59.850  G0V        7.94   7.34   6.194   5.877   5.8210
   27  SAO 055940  02 51 04.284  +30 17 12.260  G0V        8.11   7.56   6.435   6.138   6.0820
   28  HD 017905   02 53 24.374  +31 38 40.860  F5         7.50   6.53   5.656   5.378   5.3580
   29  HR 0879     02 58 45.670  +39 39 45.820  A2Vn       4.75   4.68   4.463   4.410   4.3950
   30  SAO 110900  03 00 36.097  +05 59 09.820  K0V        8.97   8.12   6.654   6.270   6.1760
   31  HR 0917     03 02 42.274  -07 41 07.690  K0II-III   6.28   5.33   2.655   2.160   2.0700
   32  HR 0923     03 05 21.010  +40 34 55.850  K0III      7.05   6.06   4.309   3.821   3.7130
   33  HR 0940     03 08 21.109  +18 47 42.190  M0III      7.87   6.26   3.250   2.480   2.2910
   34  HR 0937     03 09 04.019  +49 36 47.790  G0V        4.64   4.05   2.964   2.700   2.6390
   35  HR 0945     03 10 08.839  +27 49 11.150  A0V        6.43   6.41   6.348   6.323   6.3300
   36  HR 0947     03 11 17.381  +39 36 41.690  K0III      5.73   4.61   2.708   2.192   2.0850
   37  SAO 038705  03 18 05.260  +49 54 21.830  F6V       10.43   9.98   8.924   8.725   8.6620
   38  BD+11 468   03 24 50.361  +12 15 23.690  G0        11.28  10.70   9.560   9.245   9.1700
   39  HR 1039     03 27 18.677  +12 44 07.040  A0Vs       6.26   6.28   6.322   6.324   6.3070
   40  HR 1051     03 30 36.950  +48 06 12.940  B8V        5.77   5.81   5.862   5.868   5.9120
   41  SAO 038915  03 31 58.716  +49 52 12.560  F1V        9.58   9.25   8.376   8.192   8.1270
   42  HR 1141     03 45 59.259  +45 40 54.830  B6V        5.57   5.65   5.753   5.785   5.8120
   43  SAO 076216  03 48 30.095  +24 20 43.880  A1V        7.08   6.96   6.644   6.587   6.5550
   44  SAO 024291  03 54 51.191  +52 25 11.510  G1V        8.52   7.86   6.530   6.164   6.0920
   45  SAO 076384  04 00 39.539  +20 22 49.520  G4V        9.33   8.66   7.327   6.983   6.9030
   46  HR 1256     04 04 41.715  +22 04 54.930  K0III      5.42   4.35   2.575   2.090   1.9750
   47  HR 1269     04 07 00.454  +29 00 04.670  F1V        5.57   5.30   4.553   4.353   4.3570
   48  HR 1286     04 10 59.020  +33 35 12.450  K1II-III   7.18   5.74   3.177   2.545   2.4000
   49  SAO 093829  04 14 25.650  +14 37 30.120  G5         9.12   8.45   7.175   6.871   6.7940
   50  SAO 076586  04 23 43.944  +28 11 10.660  G0V        8.92   8.30   7.099   6.796   6.7350
   51  HR 1380     04 24 05.761  +17 26 38.860  A7V        4.96   4.80   4.444   4.396   4.3800
   52  SAO 024707  04 36 06.210  +55 24 44.100  K2V        9.23   8.33   6.711   6.304   6.2120
   53  HR 1473     04 38 09.462  +12 30 39.010  A6V        4.39   4.27   3.990   3.942   3.9170
